acceleration_x,acceleration_y,acceleration_z,attitude_pitch,attitude_roll,attitude_yaw,gravity_x,gravity_y,gravity_z,quaternion_x,quaternion_y,quaternion_z,quaternion_w,rotation_x,rotation_y,rotation_ztime
-0.001495361328125,-0.009746134281158447,0.004879474639892578,0.47256753371749055,-0.3033092254113986,0.07356313220015777,-0.2659454345703125,-0.45517390966415405,-0.8497586250305176,0.2366490866386612,-0.1382674684346975,5.551115123125783e-17,0.9617064832286024,-0.00415267376229167,0.020743411034345627,0.02259759232401848477332.5564454167
-0.006970912218093872,-0.007147371768951416,0.0032488107681274414,0.47231583343243283,-0.3032538019410403,0.07375942561087018,-0.265932559967041,-0.4549497961997986,-0.8498827219009399,0.23654193815816235,-0.13822649131558512,0.00012049191547264249,0.9617387653149507,-0.028825264424085617,0.008025218732655048,0.02843923680484295477332.5663854167
-0.00939863920211792,-0.0005514323711395264,0.001534879207611084,0.4718407401132706,-0.3033016771247957,0.07391378040752988,-0.2660377621650696,-0.4545266628265381,-0.8500761389732361,0.2363247903849754,-0.13824809040853064,0.00022594316741270104,0.9617889312074842,-0.05511936917901039,-0.005441095679998398,0.02608671225607395477332.5763254167
-0.005649298429489136,0.005907684564590454,9.590387344360352e-05,0.4711779695814863,-0.3034241361696611,0.07395894892886869,-0.26623180508613586,-0.45393621921539307,-0.8503308296203613,0.23601005208040032,-0.13832510496825998,0.0002846892610775531,0.961855155291029,-0.07014758884906769,-0.014778138138353825,0.0184415765106678477332.5862644167
-0.0022476613521575928,0.010621428489685059,0.0020302534103393555,0.4704233041931343,-0.3035179104772807,0.07388084465020381,-0.2664138674736023,-0.45326364040374756,-0.8506325483322144,0.2356426774105402,-0.13840610440531273,0.00029471114834078715,0.9619336234268474,-0.07427679747343063,-0.010617416352033615,0.013094162568449974477332.5962044167
-0.0013329386711120605,0.011597752571105957,0.0037145614624023438,0.4697383981868547,-0.3034618125900755,0.07374237710618205,-0.2664588391780853,-0.45265302062034607,-0.8509435057640076,0.23530457133181423,-0.13841963182525766,0.00028792454360110353,0.9620143379714872,-0.06504867970943451,0.004538367036730051,0.005331047810614109477332.60614441667
-0.0007456839084625244,0.008443862199783325,0.004681289196014404,0.46921322578571634,-0.3032615950532507,0.07361982929311647,-0.2663594186306,-0.45218467712402344,-0.8512236475944519,0.23504411868605557,-0.13835625139764823,0.00029330582265496563,0.9620871312525271,-0.04783371090888977,0.023517047986388206,0.006529840640723705477332.6160844167
0.0005073249340057373,0.0016762018203735352,0.001850128173828125,0.4688450504701383,-0.30297235456454724,0.0735736009060704,-0.2661628723144531,-0.45185625553131104,-0.8514595031738281,0.23486421638666355,-0.13823549560545897,0.00033362278781368104,0.9621484940411349,-0.030694138258695602,0.030136866495013237,0.009925104677677155477332.6260234167
-0.00015076994895935059,-0.0013817548751831055,-0.0032196640968322754,0.4685986231254201,-0.30269810625039695,0.07362747155216047,-0.26596254110336304,-0.451636403799057,-0.8516387343406677,0.23474964347552107,-0.13810590183400887,0.0004108452671802709,0.9621950677516218,-0.019990967586636543,0.028218965977430344,0.014048036187887192477332.6359634167
-0.00028824806213378906,-0.0017745792865753174,-0.005879759788513184,0.46843197608084175,-0.30252824973266723,0.07373407527255338,-0.2658402919769287,-0.4514877200126648,-0.851755678653717,0.2346770259907591,-0.1380175474693342,0.0004949723747321166,0.962225332102406,-0.012530390173196793,0.017074434086680412,0.012544414959847927477332.6459034167
