acceleration_x,acceleration_y,acceleration_z,attitude_pitch,attitude_roll,attitude_yaw,gravity_x,gravity_y,gravity_z,quaternion_x,quaternion_y,quaternion_z,quaternion_w,rotation_x,rotation_y,rotation_ztime
-0.0031599104404449463,0.006295263767242432,-0.002423226833343506,0.4380984139037567,-0.23086851534292338,0.051614296418608735,-0.20721302926540375,-0.42421823740005493,-0.881533682346344,0.21868466764897926,-0.10681839762464207,5.551115123125783e-17,0.9699313568151738,-0.07453408092260361,0.05873464420437813,0.00683040963485837477882.85588079167
-0.003802940249443054,0.004940330982208252,-0.008240759372711182,0.43742796378353377,-0.2303078331728567,0.05149232402024712,-0.20678362250328064,-0.42361101508140564,-0.8819264769554138,0.21835341487425225,-0.10657654334540123,4.160137835135247e-05,0.9700326244503852,-0.06152854859828949,0.04345100373029709,0.0037107544485479593477882.8658197917
-0.0037548691034317017,0.004264265298843384,-0.013743221759796143,0.43688382549466553,-0.22988760037331615,0.0513382082764973,-0.206465482711792,-0.4231180250644684,-0.8822376132011414,0.21808161688329308,-0.10640308085563385,4.468721716660573e-05,0.9701128258182132,-0.05111372098326683,0.02673301100730896,-0.005129608791321516477882.8757587917
-0.003986179828643799,0.008184611797332764,-0.011869311332702637,0.4364447445026145,-0.22959481788713976,0.05112135539904492,-0.2062494158744812,-0.42272016406059265,-0.8824787735939026,0.21785739346791103,-0.1062956031893483,-2.829373606516583e-06,0.9701749121020473,-0.0464026965200901,0.015657838433980942,-0.012448925524950027477882.8856977917
-0.002978086471557617,0.00993335247039795,-0.008299112319946289,0.4360677049550373,-0.22931287659320898,0.05083294860593127,-0.20603682100772858,-0.42237842082977295,-0.8826920390129089,0.21765941349903936,-0.10619956276041863,-8.994255088012881e-05,0.9702298653407683,-0.04264657199382782,0.021047543734312057,-0.02209995687007904477882.8956367917
-0.003719508647918701,0.007257044315338135,-0.0012714266777038574,0.43570758062304993,-0.2289524380345881,0.050481666001769766,-0.2057531625032425,-0.42205196619033813,-0.8829143643379211,0.2174663150937888,-0.10607178840474366,-0.00020008055031545124,0.9702871304533313,-0.044952258467674255,0.02534240484237671,-0.026929348707199097477882.9055757917
-0.0033237040042877197,0.003780961036682129,0.0023445487022399902,0.4353068868530748,-0.22849327137675723,0.050092679600130176,-0.20538602769374847,-0.42168867588043213,-0.883173406124115,0.2172516011928941,-0.10590111413745784,-0.00031550152150000565,0.9703538702850821,-0.05057073011994362,0.0330037847161293,-0.023929297924041748477882.9155147917
-0.0016104429960250854,0.0002034604549407959,0.0012238025665283203,0.4348280998610159,-0.22799729855347414,0.049738627033302965,-0.2049935907125473,-0.4212545156478882,-0.8834717273712158,0.21700094024935798,-0.1057105807698916,-0.0004055491136241707,0.970430731558592,-0.055711228400468826,0.037023868411779404,-0.018455132842063904477882.9254537917
0.0016686618328094482,-0.00154191255569458,-0.005808532238006592,0.43433373816391624,-0.22756244463506994,0.04946088187834844,-0.20465633273124695,-0.42080608010292053,-0.8837635517120361,0.21674679042337375,-0.10554169532361339,-0.0004644329961742133,0.9705058609299138,-0.051054421812295914,0.028366202488541603,-0.011354612186551094477882.9353937917
0.005104184150695801,-0.005588620901107788,-0.008231878280639648,0.4339266731236085,-0.2272451624730886,0.04929235282263835,-0.204414501786232,-0.4204367995262146,-0.8839952945709229,0.21654068524715353,-0.10541582928101628,-0.0004882270135424527,0.9705655466873491,-0.034196097403764725,0.01980997435748577,-0.0033379853703081608477882.9453327917
